Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
112,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24-256,2000,29,26,"2,216",24.6,2,10,12,2,0,0,2,0,2.3,2.3,7.1,9.4,59,188,105,0.08,0.41,0.49,0.08,0.49,0.1,0.29,0.38,0.1,0.38,Matches
113,Danilo,br BRA,MF,Nott'ham Forest,23-321,2001,5,3,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,Matches
114,Jayden Danns,eng ENG,MF,Liverpool,19-059,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
115,Kevin Danso,at AUT,DF,Tottenham,26-178,1998,4,4,347,3.9,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,2,7,0,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1,Matches
116,Ben Davies,wls WAL,DF,Tottenham,31-326,1993,8,7,631,7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,5,28,4,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
117,Leif Davis,eng ENG,DF,Ipswich Town,25-063,2000,28,28,"2,461",27.3,1,2,3,1,0,0,5,0,0.9,0.9,4.3,5.2,47,55,117,0.04,0.07,0.11,0.04,0.11,0.03,0.16,0.19,0.03,0.19,Matches
118,Craig Dawson,eng ENG,DF,Wolves,34-314,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,6,20,5,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
119,Kevin De Bruyne,be BEL,MF,Manchester City,33-261,1991,20,12,"1,103",12.3,2,6,8,2,0,0,2,0,2.6,2.6,6.1,8.8,38,113,105,0.16,0.49,0.65,0.16,0.65,0.22,0.5,0.71,0.22,0.71,Matches
120,Liam Delap,eng ENG,FW,Ipswich Town,22-036,2003,28,27,"2,173",24.1,10,2,12,8,2,2,8,0,8.2,6.6,1.9,8.5,52,26,91,0.41,0.08,0.5,0.33,0.41,0.34,0.08,0.42,0.28,0.35,Matches
121,Sepp van den Berg,nl NED,DF,Brentford,23-086,2001,22,20,"1,776",19.7,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1,6,53,23,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
122,Justin Devenny,nir NIR,MF,Crystal Palace,21-156,2003,14,3,318,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,3,9,9,0.28,0,0.28,0.28,0.28,0.14,0.1,0.24,0.14,0.24,Matches
123,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,26-191,1998,8,1,184,2,0,1,1,0,0,0,0,0,0.2,0.2,1,1.2,5,10,9,0,0.49,0.49,0,0.49,0.11,0.48,0.59,0.11,0.59,Matches
124,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,22-248,2002,22,17,"1,594",17.7,6,6,12,6,0,0,3,0,4.1,4.1,3.9,8,92,53,159,0.34,0.34,0.68,0.34,0.68,0.23,0.22,0.45,0.23,0.45,Matches
125,Rúben Dias,pt POR,DF,Manchester City,27-306,1997,18,16,"1,461",16.2,0,0,0,0,0,0,3,0,1.3,1.3,0.3,1.5,28,90,6,0,0,0,0,0,0.08,0.02,0.09,0.08,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Luis Díaz,co COL,FW,Liverpool,28-062,1997,28,22,"1,850",20.6,9,4,13,9,0,0,2,0,7.6,7.6,3.4,11,84,83,213,0.44,0.19,0.63,0.44,0.63,0.37,0.17,0.53,0.37,0.53,Matches
127,Tyler Dibling,eng ENG,"FW,MF",Southampton,19-004,2006,25,17,"1,540",17.1,2,0,2,2,0,0,6,0,2.4,2.4,1.4,3.8,60,54,80,0.12,0,0.12,0.12,0.12,0.14,0.08,0.22,0.14,0.22,Matches
128,Lucas Digne,fr FRA,DF,Aston Villa,31-239,1993,28,25,"2,061",22.9,0,4,4,0,0,0,3,0,0.8,0.8,4,4.8,21,51,132,0,0.17,0.17,0,0.17,0.03,0.17,0.21,0.03,0.21,Matches
129,Issa Diop,fr FRA,DF,Fulham,28-066,1997,20,14,"1,263",14,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,24,2,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
130,Axel Disasi,fr FRA,DF,Aston Villa,27-005,1998,4,4,360,4,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.4,8,12,5,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11,Matches
131,Axel Disasi,fr FRA,DF,Chelsea,27-005,1998,6,4,364,4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,Matches
132,Roman Dixon,eng ENG,DF,Everton,20-080,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
133,Nasser Djiga,bf BFA,DF,Wolves,22-121,2002,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
134,Matt Doherty,ie IRL,DF,Wolves,33-059,1992,22,18,"1,610",17.9,2,1,3,2,0,0,5,0,1,1,1.4,2.4,27,68,38,0.11,0.06,0.17,0.11,0.17,0.06,0.08,0.13,0.06,0.13,Matches
135,Jeremy Doku,be BEL,"FW,MF",Manchester City,22-293,2002,20,13,"1,163",12.9,3,4,7,3,0,0,1,0,1,1,3.2,4.2,157,55,206,0.23,0.31,0.54,0.23,0.54,0.07,0.25,0.32,0.07,0.32,Matches
136,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26-261,1998,25,16,"1,395",15.5,0,0,0,0,0,0,8,0,1.3,1.3,1,2.3,9,52,19,0,0,0,0,0,0.08,0.06,0.15,0.08,0.15,Matches
137,Patrick Dorgu,dk DEN,DF,Manchester Utd,20-141,2004,3,3,222,2.5,0,0,0,0,0,0,1,1,0.1,0.1,0,0.1,11,6,25,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
138,Alfie Dorrington,eng ENG,DF,Tottenham,19-330,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
139,Abdoulaye Doucouré,ml MLI,MF,Everton,32-074,1993,25,24,"1,980",22,2,1,3,2,0,0,4,1,3.2,3.2,1.5,4.7,32,66,73,0.09,0.05,0.14,0.09,0.14,0.14,0.07,0.21,0.14,0.21,Matches
140,Cheick Doucouré,ml MLI,MF,Crystal Palace,25-067,2000,13,4,452,5,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,2,19,7,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
141,Flynn Downes,eng ENG,MF,Southampton,26-055,1999,20,18,"1,522",16.9,1,0,1,1,0,0,9,0,0.6,0.6,0.9,1.5,21,52,24,0.06,0,0.06,0.06,0.06,0.04,0.05,0.09,0.04,0.09,Matches
142,Tommy Doyle,eng ENG,MF,Wolves,23-150,2001,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0,0.18,0.18,0,0.18,0.1,0.09,0.2,0.1,0.2,Matches
143,Radu Drăgușin,ro ROU,DF,Tottenham,23-041,2002,16,14,"1,252",13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
144,Martin Dúbravka,sk SVK,GK,Newcastle Utd,36-060,1989,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
145,Lewis Dunk,eng ENG,DF,Brighton,33-115,1991,19,17,"1,562",17.4,0,0,0,0,0,0,4,0,0.7,0.7,0.5,1.2,17,111,2,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches
146,Jáder Durán,co COL,FW,Aston Villa,21-093,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches
147,Ederson,br BRA,GK,Manchester City,31-211,1993,19,19,"1,710",19,0,3,3,0,0,0,3,0,0,0,0.8,0.8,0,1,0,0,0.16,0.16,0,0.16,0,0.04,0.04,0,0.04,Matches
148,George Edmundson,eng ENG,DF,Ipswich Town,27-197,1997,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,27-059,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,2,4,7,0,0,0,0,0,0.31,0.04,0.34,0.31,0.34,Matches
150,Odsonne Édouard,fr FRA,FW,Leicester City,27-059,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Samuel Edozie,eng ENG,"DF,FW",Southampton,22-047,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,6,4,23,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
152,Ronnie Edwards,eng ENG,DF,Southampton,21-353,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,22-323,2002,29,23,"1,845",20.5,5,8,13,5,0,0,1,0,3.7,3.7,4.3,8,76,41,150,0.24,0.39,0.63,0.24,0.63,0.18,0.21,0.39,0.18,0.39,Matches
154,Harvey Elliott,eng ENG,"MF,FW",Liverpool,21-346,2003,11,0,128,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1,7,17,14,0,0.7,0.7,0,0.7,0.14,0.54,0.68,0.14,0.68,Matches
155,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,19-065,2006,7,0,31,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,2,1,0,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
156,Julio Enciso,py PAR,"MF,FW",Ipswich Town,21-052,2004,5,4,269,3,0,1,1,0,0,0,2,0,0.6,0.6,0.4,0.9,7,11,17,0,0.33,0.33,0,0.33,0.19,0.12,0.31,0.19,0.31,Matches
157,Julio Enciso,py PAR,"MF,FW",Brighton,21-052,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1,1,0.2,1.2,11,14,17,0,0,0,0,0,0.31,0.07,0.38,0.31,0.38,Matches
158,Wataru Endo,jp JPN,MF,Liverpool,32-035,1993,14,0,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
159,Christian Eriksen,dk DEN,MF,Manchester Utd,33-030,1992,15,8,713,7.9,0,1,1,0,0,0,2,0,0.1,0.1,2.1,2.2,5,35,20,0,0.13,0.13,0,0.13,0.01,0.26,0.27,0.01,0.27,Matches
160,Romain Esse,eng ENG,MF,Crystal Palace,19-307,2005,2,0,8,0.1,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,1,2,11.25,0,11.25,11.25,11.25,3.21,0,3.21,3.21,3.21,Matches
161,Pervis Estupiñán,ec ECU,DF,Brighton,27-054,1998,22,18,"1,692",18.8,1,1,2,1,0,0,3,0,0.6,0.6,1.8,2.5,43,76,83,0.05,0.05,0.11,0.05,0.11,0.03,0.1,0.13,0.03,0.13,Matches
162,Evanilson,br BRA,FW,Bournemouth,25-161,1999,22,19,"1,544",17.2,6,0,6,6,0,1,0,0,7.9,7.1,1.4,8.5,22,15,72,0.35,0,0.35,0.35,0.35,0.46,0.08,0.54,0.41,0.49,Matches
163,Jonny Evans,nir NIR,DF,Manchester Utd,37-072,1988,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,8,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
164,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-260,1998,24,22,"1,924",21.4,2,6,8,2,0,0,1,0,6.1,6.1,4.6,10.7,56,80,127,0.09,0.28,0.37,0.09,0.37,0.29,0.21,0.5,0.29,0.5,Matches
165,Łukasz Fabiański,pl POL,GK,West Ham,39-332,1985,13,12,"1,070",11.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Wout Faes,be BEL,DF,Leicester City,26-347,1998,25,21,"2,005",22.3,1,0,1,1,0,0,3,0,1.2,1.2,0.1,1.2,11,65,1,0.04,0,0.04,0.04,0.04,0.05,0,0.06,0.05,0.06,Matches
167,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,21-008,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2,42,17,60,0,0.31,0.31,0,0.31,0.06,0.24,0.31,0.06,0.31,Matches
168,João Félix,pt POR,"FW,MF",Chelsea,25-126,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches
169,Evan Ferguson,ie IRL,FW,West Ham,20-148,2004,5,0,95,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,1,0,5,0,0,0,0,0,0.24,0.29,0.52,0.24,0.52,Matches
170,Evan Ferguson,ie IRL,FW,Brighton,20-148,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1,2,1,9,0.37,0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35,Matches
171,Bruno Fernandes,pt POR,MF,Manchester Utd,30-189,1994,27,27,"2,285",25.4,7,7,14,4,3,3,4,2,8.3,6,5.7,11.7,55,225,107,0.28,0.28,0.55,0.16,0.43,0.33,0.23,0.55,0.23,0.46,Matches
172,Mateus Fernandes,pt POR,MF,Southampton,20-249,2004,27,25,"2,141",23.8,1,2,3,1,0,0,7,0,3.1,3.1,2,5.2,62,107,76,0.04,0.08,0.13,0.04,0.13,0.13,0.09,0.22,0.13,0.22,Matches
173,Enzo Fernández,ar ARG,MF,Chelsea,24-058,2001,26,22,"2,051",22.8,4,5,9,4,0,0,6,0,4.4,4.4,5,9.4,39,153,83,0.18,0.22,0.39,0.18,0.39,0.19,0.22,0.41,0.19,0.41,Matches
174,Mark Flekken,nl NED,GK,Brentford,31-276,1993,28,28,"2,465",27.4,0,1,1,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,0.04,0.04,0,0.04,0,0.01,0.01,0,0.01,Matches
175,Phil Foden,eng ENG,"MF,FW",Manchester City,24-292,2000,24,18,"1,629",18.1,7,2,9,7,0,0,2,0,4.9,4.9,4.7,9.5,46,94,116,0.39,0.11,0.5,0.39,0.5,0.27,0.26,0.53,0.27,0.53,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Wesley Fofana,fr FRA,DF,Chelsea,24-089,2000,13,13,"1,087",12.1,0,0,0,0,0,0,6,0,0.4,0.4,0.4,0.8,17,30,4,0,0,0,0,0,0.04,0.03,0.07,0.03,0.07,Matches
177,Carlos Forbs,pt POR,"MF,FW",Wolves,20-362,2004,9,1,237,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0,0.2,9,8,28,0,0,0,0,0,0.05,0.01,0.07,0.05,0.07,Matches
178,Fraser Forster,eng ENG,GK,Tottenham,36-364,1988,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
179,Ryan Fraser,sct SCO,"FW,DF",Southampton,31-020,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0,0,0.1,0.1,10,8,18,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
180,Niclas Füllkrug,de GER,FW,West Ham,32-035,1993,9,3,370,4.1,2,1,3,2,0,0,1,0,1.4,1.4,1,2.4,3,4,8,0.49,0.24,0.73,0.49,0.73,0.35,0.24,0.59,0.35,0.59,Matches
181,Cody Gakpo,nl NED,FW,Liverpool,25-313,1999,26,16,"1,411",15.7,8,3,11,8,0,0,4,0,6,6,3.5,9.4,38,44,212,0.51,0.19,0.7,0.51,0.7,0.38,0.22,0.6,0.38,0.6,Matches
182,Idrissa Gana Gueye,sn SEN,MF,Everton,35-171,1989,28,26,"2,267",25.2,0,3,3,0,0,0,6,0,1,1,1.5,2.5,18,109,20,0,0.12,0.12,0,0.12,0.04,0.06,0.1,0.04,0.1,Matches
183,Andrés García,es ESP,"DF,MF",Aston Villa,22-037,2003,5,4,267,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,22,12,19,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
184,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,20-258,2004,27,16,"1,574",17.5,3,1,4,3,0,0,1,0,5.6,5.6,2.6,8.2,95,36,207,0.17,0.06,0.23,0.17,0.23,0.32,0.15,0.47,0.32,0.47,Matches
185,James Garner,eng ENG,"MF,DF",Everton,24-003,2001,12,9,861,9.6,0,1,1,0,0,0,3,0,0.1,0.1,1,1.1,7,25,17,0,0.1,0.1,0,0.1,0.02,0.1,0.12,0.02,0.12,Matches
186,Tyrique George,eng ENG,FW,Chelsea,19-040,2006,4,0,74,0.8,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,8,2,12,0,1.22,1.22,0,1.22,0.16,0.75,0.91,0.16,0.91,Matches
187,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,25-048,2000,25,25,"2,018",22.4,5,7,12,5,0,0,8,1,3.9,3.9,4.3,8.2,55,126,101,0.22,0.31,0.54,0.22,0.54,0.17,0.19,0.36,0.17,0.36,Matches
188,Billy Gilmour,sct SCO,MF,Brighton,23-278,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,11,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
189,Ben Godfrey,eng ENG,DF,Ipswich Town,27-060,1998,2,2,108,1.2,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,Matches
190,Martial Godo,eng ENG,FW,Fulham,22-002,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches
191,João Gomes,br BRA,MF,Wolves,24-032,2001,27,27,"2,249",25,3,1,4,3,0,0,9,1,2.3,2.3,1.1,3.4,43,130,57,0.12,0.04,0.16,0.12,0.16,0.09,0.04,0.14,0.09,0.14,Matches
192,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-252,2003,17,6,569,6.3,1,0,1,1,0,0,0,0,0.4,0.4,0.7,1.1,17,22,57,0.16,0,0.16,0.16,0.16,0.06,0.11,0.17,0.06,0.17,Matches
193,Toti Gomes,pt POR,DF,Wolves,26-059,1999,22,21,"1,804",20,0,1,1,0,0,0,4,0,0.1,0.1,0.8,0.9,18,55,11,0,0.05,0.05,0,0.05,0,0.04,0.05,0,0.05,Matches
194,Diego Gómez,py PAR,MF,Brighton,21-354,2003,7,2,254,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,5,14,7,0,0,0,0,0,0.11,0.14,0.25,0.11,0.25,Matches
195,Joe Gomez,eng ENG,DF,Liverpool,27-297,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches
196,Nicolás González,es ESP,MF,Manchester City,23-072,2002,5,5,390,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,5,28,8,0,0,0,0,0,0.05,0.01,0.07,0.05,0.07,Matches
197,Anthony Gordon,eng ENG,FW,Newcastle Utd,24-020,2001,26,25,"2,108",23.4,6,5,11,5,1,2,2,0,7.8,6.3,4.9,11.2,104,88,187,0.26,0.21,0.47,0.21,0.43,0.34,0.21,0.54,0.27,0.48,Matches
198,Ryan Gravenberch,nl NED,MF,Liverpool,22-304,2002,29,29,"2,471",27.5,0,2,2,0,0,0,5,0,0.9,0.9,2.8,3.7,54,138,44,0,0.07,0.07,0,0.07,0.03,0.1,0.13,0.03,0.13,Matches
199,Archie Gray,eng ENG,DF,Tottenham,19-004,2006,20,12,"1,155",12.8,0,0,0,0,0,0,0,0,0,0,0,0.1,3,27,7,0,0,0,0,0,0,0,0,0,0,Matches
200,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-187,1995,16,6,609,6.8,0,1,1,0,0,0,3,0,0.8,0.8,1.7,2.4,66,43,111,0,0.15,0.15,0,0.15,0.12,0.25,0.36,0.12,0.36,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
201,Jacob Greaves,eng ENG,DF,Ipswich Town,24-185,2000,19,19,"1,665",18.5,1,0,1,1,0,0,4,0,1.2,1.2,0,1.3,6,48,4,0.05,0,0.05,0.05,0.05,0.07,0,0.07,0.07,0.07,Matches
202,Brajan Gruda,de GER,"FW,MF",Brighton,20-289,2004,13,5,387,4.3,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,14,14,41,0,0.23,0.23,0,0.23,0.07,0.15,0.22,0.07,0.22,Matches
203,Albert Grønbaek,dk DEN,"FW,MF",Southampton,23-297,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,3,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,Matches
204,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-107,1996,24,7,770,8.6,2,4,6,2,0,0,1,0,2.2,2.2,1.1,3.3,31,30,58,0.23,0.47,0.7,0.23,0.7,0.25,0.13,0.38,0.25,0.38,Matches
205,Marc Guéhi,eng ENG,DF,Crystal Palace,24-246,2000,27,27,"2,430",27,3,2,5,3,0,0,7,0,1.6,1.6,1.1,2.7,15,109,8,0.11,0.07,0.19,0.11,0.19,0.06,0.04,0.1,0.06,0.1,Matches
206,Luis Guilherme,br BRA,"MF,FW",West Ham,19-035,2006,7,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0.1,1,2,6,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13,Matches
207,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-120,1997,28,28,"2,423",26.9,3,6,9,3,0,0,4,0,2.8,2.8,5.1,7.9,39,197,63,0.11,0.22,0.33,0.11,0.33,0.1,0.19,0.29,0.1,0.29,Matches
208,Marc Guiu,es ESP,FW,Chelsea,19-071,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
209,İlkay Gündoğan,de GER,MF,Manchester City,34-143,1990,25,17,"1,535",17.1,0,3,3,0,0,0,1,0,1.7,1.7,2.3,4.1,40,98,63,0,0.18,0.18,0,0.18,0.1,0.14,0.24,0.1,0.24,Matches
210,Malo Gusto,fr FRA,DF,Chelsea,21-301,2003,23,17,"1,546",17.2,0,1,1,0,0,0,3,0,1.6,1.6,1,2.5,38,91,73,0,0.06,0.06,0,0.06,0.09,0.06,0.15,0.09,0.15,Matches
211,Joško Gvardiol,hr CRO,DF,Manchester City,23-052,2002,28,27,"2,468",27.4,5,0,5,5,0,0,1,0,4.2,3.8,1.9,5.8,73,205,95,0.18,0,0.18,0.18,0.18,0.15,0.07,0.22,0.14,0.21,Matches
212,Erling Haaland,no NOR,FW,Manchester City,24-238,2000,28,28,"2,480",27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,0.76,0.11,0.87,0.69,0.8,0.76,0.1,0.86,0.67,0.77,Matches
213,Lewis Hall,eng ENG,DF,Newcastle Utd,20-189,2004,27,24,"2,189",24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0,0.16,0.16,0,0.16,0.02,0.18,0.19,0.02,0.19,Matches
214,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,23-015,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0,0,0,0,0,0.24,0.05,0.28,0.24,0.28,Matches
215,Marcus Harness,eng ENG,MF,Ipswich Town,29-020,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
216,Jack Harrison,eng ENG,FW,Everton,28-116,1996,25,17,"1,504",16.7,1,0,1,1,0,0,0,0,3.1,3.1,3.2,6.3,45,36,90,0.06,0,0.06,0.06,0.06,0.18,0.19,0.37,0.18,0.37,Matches
217,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-045,2002,26,24,"2,120",23.6,1,0,1,1,0,0,7,0,1.7,1.7,0.8,2.5,25,102,8,0.04,0,0.04,0.04,0.04,0.07,0.03,0.11,0.07,0.11,Matches
218,Kai Havertz,de GER,"FW,MF",Arsenal,25-278,1999,21,21,"1,839",20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,Matches
219,Ayden Heaven,eng ENG,DF,Manchester Utd,18-175,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
220,Jan Paul van Hecke,nl NED,DF,Brighton,24-281,2000,27,26,"2,330",25.9,1,1,2,1,0,0,5,0,1.2,1.2,1.5,2.7,45,184,5,0.04,0.04,0.08,0.04,0.08,0.05,0.06,0.1,0.05,0.1,Matches
221,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-049,1996,18,5,637,7.1,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,14,11,40,0.28,0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches
222,Dean Henderson,eng ENG,GK,Crystal Palace,28-004,1997,28,28,"2,520",28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Rico Henry,eng ENG,DF,Brentford,27-251,1997,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
